Time,CPU,Memory,Disk
2025-05-19 11:52:00,1.014901424590337,2.0699677718293,1.4729928690010248
2025-05-19 11:53:00,0.9958520709648645,2.0462316841456385,1.4942192531713794
2025-05-19 11:54:00,1.0194306561430209,2.002981518496009,1.4683032031600016
2025-05-19 11:55:00,1.0456908956922408,1.9676531611147212,1.4876815388144384
2025-05-19 11:56:00,0.9929753987582999,2.0349111656806795,1.4242554133218486
2025-05-19 11:57:00,0.9929758912915246,2.0196742692710874,1.5085317482949177
2025-05-19 11:58:00,1.0473763844652217,2.0447596610013865,1.500048219014489
2025-05-19 11:59:00,1.0230230418745874,2.0317585900840984,1.4673164547572723
2025-05-19 12:00:00,0.9859157684219514,2.0524776357659666,1.5263698267372963
2025-05-19 12:01:00,1.016276801307579,1.9732382394219716,1.5375028055050624
2025-05-19 12:02:00,0.9860974692156261,2.065869703281716,1.435697605425241
2025-05-19 12:03:00,0.9860281073928923,2.00987998023462,1.4694910088573514
2025-05-19 12:04:00,1.007258868146981,2.1037630436312633,1.469234306008508
2025-05-19 12:05:00,0.9426015926602661,1.9655406090955216,1.4624038759556455
2025-05-19 12:06:00,0.948252465024609,2.0867981901582624,1.53317899367727
2025-05-19 12:07:00,0.9831313741227709,2.0098955391731326,1.492246954449088
2025-05-19 12:08:00,0.9696150663899673,1.9674290998192776,1.4894194063475756
2025-05-19 12:09:00,1.0094274199778581,1.975805708297284,1.4198455054237298
2025-05-19 12:10:00,0.9727592777343637,1.983982634590284,1.5254167212083691
2025-05-19 12:11:00,0.9576308889599413,2.0212082973200958,1.4504296642058612
2025-05-19 12:12:00,1.0439694630676466,2.026141774401775,1.5023973052106532
2025-05-19 12:13:00,0.9932267109854039,1.971314999803071,1.5110950775183276
2025-05-19 12:14:00,1.0020258461406377,1.9987822703869509,1.554426343833546
2025-05-19 12:15:00,0.9572575544135963,2.107113517930593,1.4476471840352354
2025-05-19 12:16:00,0.9836685182642445,2.0863771585050355,1.379219513767167
2025-05-19 12:17:00,1.003327677691296,2.0218161834837014,1.5073539817901478
2025-05-19 12:18:00,0.9654701926773309,2.00190017390841,1.5720204472604342
2025-05-19 12:19:00,1.0112709405503701,2.006001566335913,1.5495578541175774
2025-05-19 12:20:00,0.9819808393024358,2.0306758986365208,1.508386376610985
2025-05-19 12:21:00,0.9912491875062017,1.9488603717400796,1.480334552574718
2025-05-19 12:22:00,0.981948801633118,1.9871311731288328,1.5322849038654924
2025-05-19 12:23:00,1.0555683455352682,1.9165707963061205,1.4610581520118213
2025-05-19 12:24:00,0.999595083257862,2.019961156130264,1.5190543107742487
2025-05-19 12:25:00,0.968268672131323,2.032359796985137,1.520218806366665
2025-05-19 12:26:00,1.0246763473630958,1.9758406768850314,1.5424083962999553
2025-05-19 12:27:00,0.9633746905008693,2.0786993381645016,1.610386401556443
2025-05-19 12:28:00,1.0062659078501426,1.9387117168498829,1.5156966386871507
2025-05-19 12:29:00,0.9412098962836067,1.926781255989509,1.4796414549717
2025-05-19 12:30:00,0.9601544185330471,2.0112225909279986,1.4989770275123202
2025-05-19 12:31:00,1.0059058370760736,2.0523549151306075,1.4292369638044353
2025-05-19 12:32:00,1.0221539973998623,2.0841963845728935,1.4722114747564377
2025-05-19 12:33:00,1.005141048435699,1.977055786856553,1.4836287024754757
2025-05-19 12:34:00,0.9965305515283528,2.053934041671565,1.4790364640826164
2025-05-19 12:35:00,0.9909668891323213,1.9980745765249646,1.5060941948813489
2025-05-19 12:36:00,0.9556443402889772,1.991368635002959,1.467103202704712
2025-05-19 12:37:00,0.9784046737481588,2.0441829968743335,1.544841226692979
2025-05-19 12:38:00,0.9861808368712064,2.032616143920671,1.5000082825967278
2025-05-19 12:39:00,1.0317136667865674,1.9211803921507875,1.4996279871544553
2025-05-19 12:40:00,1.0103085486870538,2.0738270174862947,1.4868842113394833
2025-05-19 12:41:00,0.947108795339118,2.0690045677073727,1.5062076273543592
2025-05-19 12:42:00,1.0097225190818437,1.9687218649245235,1.5330039305867054
2025-05-19 12:43:00,0.9884475315875105,2.0197901766718704,1.465314791371564
2025-05-19 12:44:00,0.9796923399908213,2.024701509314137,1.4736753404369898
2025-05-19 12:45:00,1.018350288665226,2.0130336882911952,1.4878509588489335
2025-05-19 12:46:00,1.0309299856748786,1.972484742307729,1.4461651630610715
2025-05-19 12:47:00,1.027938403573486,1.9664188316030975,1.46722968561114
2025-05-19 12:48:00,0.9748234743033208,1.9987222964504276,1.4809511650582137
2025-05-19 12:49:00,0.9907236287244635,2.058636450962968,1.534975567228509
2025-05-19 12:50:00,1.009937902942107,2.0271800077297217,1.510502453160077
2025-05-19 12:51:00,1.0292663538136708,1.9814692833956946,1.5077435964547017
2025-05-19 12:52:00,0.9856247728646413,2.038584935532417,1.534035918486719
2025-05-19 12:53:00,0.9944302307000855,1.8575728689684963,1.494505128464024
2025-05-19 12:54:00,0.9668099507798191,2.057438285018605,1.5156185939971556
2025-05-19 12:55:00,0.9641138012775798,1.913014311061095,1.4958711298827
2025-05-19 12:56:00,1.0243757746718258,1.9818779529298434,1.5106144939759851
2025-05-19 12:57:00,1.0406872008571246,1.9440165052686929,1.4766896536955367
2025-05-19 12:58:00,0.99783969635259,1.9352659262139547,1.4024473136689428
2025-05-19 12:59:00,1.0301059869367608,2.058041339368926,1.494628833512548
2025-05-19 13:00:00,1.010849080751429,1.9766149399344055,1.5569099254439975
2025-05-19 13:01:00,0.9806464073618463,2.0173251940865358,1.5370486160896637
2025-05-19 13:02:00,1.0108418681652525,1.9976539710560408,1.5386158993836467
2025-05-19 13:03:00,1.046141096993979,2.023852041361156,1.5494452288722487
2025-05-19 13:04:00,0.9989252188267015,2.003841094553013,1.5035463036384575
2025-05-19 13:05:00,1.0469393096744202,1.9358503887905716,1.5078926282962237
2025-05-19 13:06:00,0.9214076468773077,2.049813340972357,1.475293924182626
2025-05-19 13:07:00,1.0246570751312567,1.9753121708419343,1.487357085758918
2025-05-19 13:08:00,1.0026114120471452,1.9221709050670124,1.5246308459908458
2025-05-19 13:09:00,0.991029779486024,1.9785942419517044,1.5481553774867527
2025-05-19 13:10:00,1.002752823296065,2.0750379895317157,1.49442214897276
2025-05-19 13:11:00,0.9403729325619732,2.042511087105675,1.4819924294059434
2025-05-19 13:12:00,0.9934098433648746,1.982567393279607,1.500021118354264
2025-05-19 13:13:00,1.0107133771453525,1.9825371147840785,1.5240482699571647
2025-05-19 13:14:00,1.0443368213422455,1.9839182474391308,1.4422458073546582
2025-05-19 13:15:00,0.9844518934517906,2.103837399178042,1.4081527618745104
2025-05-19 13:16:00,0.9757451919132044,2.0190967726115776,1.4779785260203366
2025-05-19 13:17:00,0.984947288692464,2.0215020823595533,1.4511715029634336
2025-05-19 13:18:00,1.0274620635310623,2.051514172701592,1.4796743920941076
2025-05-19 13:19:00,1.0098625332897906,2.0119394579513257,1.4940887872473012
2025-05-19 13:20:00,0.9841071938869889,1.9870478927089648,1.4818700636390794
2025-05-19 13:21:00,1.0153980229934008,1.990182507545751,1.5580987013788299
2025-05-19 13:22:00,1.0029123264804412,1.9964199370292968,1.5130697905840929
